,temperature,density,real_ufrac,delta_phi,stable,pres
0,275,55878.78787878788,1.0282968333697298,0.03392218991917806,1,-1140.4049366309216
1,275,56439.39393939394,1.0326629720107396,0.03779617969942106,1,-940.6445803160766
2,275,57000.0,1.0364870325168811,0.04116799378322045,1,-730.2547947510116
3,345,54757.57575757576,1.1041542175169483,0.11089626782483908,1,-1342.8221566208088
4,345,55318.18181818182,1.1039528915366754,0.11011342067301688,1,-1111.372196116838
5,345,55878.78787878788,1.1032495227312766,0.10887487928072492,1,-866.2207793149568
6,345,56439.39393939394,1.102014685020488,0.10714789270916936,1,-606.9269123475153
7,345,57000.0,1.1002182414443442,0.10489920271068354,1,-333.0311681664533
8,415,51393.93939393939,1.1319201756135995,0.14333882533842246,1,-1743.8986485467728
9,415,51954.545454545456,1.1305352132199433,0.14101187499350054,1,-1570.2154333404198
10,415,52515.15151515152,1.1286470278579097,0.13825278560683651,1,-1382.7768091133876
11,415,53075.757575757576,1.126234818323632,0.13503601900136575,1,-1181.2514669102625
12,415,53636.36363636364,1.123275696540708,0.13133420746337676,1,-965.2977214494522
13,415,54196.969696969696,1.1197447707247266,0.12711822842521903,1,-734.5665480592288
14,415,54757.57575757576,1.1156151982068552,0.12235724851474594,1,-488.7037586440188
15,415,55318.18181818182,1.1108582162495744,0.11701874538591583,1,-227.35122052200157
16,415,55878.78787878788,1.1054431578829786,0.11106851443242693,1,49.85288896232193
17,415,56439.39393939394,1.0993374582674034,0.10447066595608479,1,343.2747239705085
18,415,57000.0,1.0925066555111869,0.09718761677752619,1,653.2861851407428
19,485,47469.69696969697,1.0998901392394078,0.12034848457832192,1,-1836.430427293887
20,485,48030.30303030303,1.0999376079169374,0.11880056980843878,1,-1726.933231888851
21,485,48590.909090909096,1.0993937887429566,0.11677342104907074,1,-1605.841821186789
22,485,49151.51515151515,1.0982514415791114,0.11425306788983536,1,-1472.7678537259292
23,485,49712.121212121216,1.096500754201573,0.11122326774245506,1,-1327.318098157943
24,485,50272.72727272727,1.0941294321608446,0.10766559225998351,1,-1169.0963104581558
25,485,50833.333333333336,1.0911227626197966,0.10355948663153924,1,-997.7049739921142
26,485,51393.93939393939,1.0874636571145373,0.09888230683936028,1,-812.7467943359877
27,485,51954.545454545456,1.0831326781102684,0.09360933988382558,1,-613.8258400366047
28,485,52515.15151515152,1.0781080539838173,0.08771381173274406,1,-400.54824401769207
29,485,53075.757575757576,1.07236568658771,0.08116688726544385,1,-172.52241467315946
30,485,53636.36363636364,1.0658791548666173,0.07393766578928607,1,70.64125792747663
31,485,54196.969696969696,1.058619717181686,0.06599317488217848,1,329.3311820540981
32,485,54757.57575757576,1.0505563141266652,0.05729836443455594,1,603.9357844638441
33,485,55318.18181818182,1.0416555727661296,0.0478161019024711,1,894.8451040265784
34,485,55878.78787878788,1.0318818124400324,0.0375071689894807,1,1202.4526784761545
35,485,56439.39393939394,1.0211970515981281,0.026330259286809543,1,1527.1576365773708
36,485,57000.0,1.0095610145712697,0.014241975837609,1,1869.3669061519613
37,555,1500.0,0.6171909122497974,0.5808191402017829,1,-13.475852666967757
38,555,41863.63636363637,0.9741722794558284,0.018442069723066057,1,-1821.9877582009753
39,555,42424.242424242424,0.979991608153979,0.021109878283723682,1,-1780.2477848647495
40,555,42984.84848484849,0.9850687358522009,0.023230983691345797,1,-1730.9187813910964
41,555,43545.454545454544,0.9894118937087705,0.024804057376560884,1,-1673.624035556573
